No_;Item No_;Unit of Measure Code;Descript;Descript2;Quantity per UoM;No_ Series;Item Department Code;Item Group Code;Item Tree Group No_;Gross Sales Amount
D01345;500773;ПОРЦИЯ;Торт «Антерме» лесные ягоды;;0.13700000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01346;500772;ПОРЦИЯ;Торт «Антреме» с манго;;0.13700000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01347;500737;SGL;Пончик "Кристал","Шоколад";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01348;500792;SGL;Мини-маффин "Тройное удов-вие";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01352;500776;ПОРЦИЯ;Хлопья с йогуртом;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01354;500793;SGL;Майонез порц. 25гр;;1.00000000000000000000;DISH;97;9704;9704015;0.00000000000000000000
D01359;500667;ПОРЦИЯ 0,1;Картофель дольками 200гр.;;0.10000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01368;500593;ПОРЦИЯ 0,5;Ассам;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01369;500594;ПОРЦИЯ 0,5;Зеленая Сенча;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01370;500595;ПОРЦИЯ 0,5;Зеленый Лимон;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01371;500596;ПОРЦИЯ 0,5;Манго и Клубника;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01372;500597;ПОРЦИЯ 0,5;Цветок Жасмин;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01373;500598;ПОРЦИЯ 0,5;Эрл Грей;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01374;500653;ПОРЦИЯ 0,5;Молочный Улонг;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01375;500592;ПОРЦИЯ 0,5;Английский Завтрак;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01376;500591;ПОРЦИЯ 0,5;Шиповник и Гибискус;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01380;500758;SGL;Вино Пино Гриджио 0,75л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01381;500067;ПОРЦИЯ 0,5;Чай Баварская Мята;;2.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01382;500760;SGL;Вино Тайан Руж 0,75л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01383;500761;SGL;Вино Тайан Блан 0,75л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01384;500763;SGL;Вино Ивкур Бордо Савин.0,75л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01386;500760;ПОРЦИЯ;Вино Тайан Руж 0,75л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01387;500761;ПОРЦИЯ;Вино Тайан Блан 0,75л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01390;500763;ПОРЦИЯ;Вино Ивкур Бордо Савин.0,75л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01391;500690;ПОРЦИЯ;Клубничный Коллинз;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01392;500030;ПОРЦИЯ 0,3;Fresh Orange Juice 0,35;;0.35000000000000000000;DISH;97;9702;9702003;0.00000000000000000000
D01393;500031;ПОРЦИЯ 0,3;Fresh Apple Juice 0,35;;0.35000000000000000000;DISH;97;9702;9702003;0.00000000000000000000
D01394;500036;ПОРЦИЯ 0,3;Fresh Carrot Juice 0,35;;0.35000000000000000000;DISH;97;9702;9702003;0.00000000000000000000
D01395;500794;SGL;Соки Рич в асс. 1л;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01396;500795;SGL;Соус сырный HEINZ;;1.00000000000000000000;DISH;97;9704;9704015;0.00000000000000000000
D01399;500796;SGL;Крем-Суп Грибной;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01400;500797;ПОРЦИЯ;Штрудель Яблочный;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01401;500800;SGL;Вино "Просеко Спуманте" 0,75л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01402;500468;SGL;Сэндвич Лосось;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01403;500800;ПОРЦИЯ;Вино "Просеко Спуманте" 0,75л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01404;500758;ПОРЦИЯ;Вино Пино Гриджио 0,75л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01405;500802;SGL;Пирожки в асс.;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01406;500803;SGL;Сосиска в тесте;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01407;500804;SGL;Луковый суп-пюре;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01408;500805;ПОРЦ 0,15;Блинчики с начинкой;;0.15000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
