Code	NAME	match	measure value	GLOSSARY_ID_DF	SWS_DF
LAUBADE           	Laubade                  	LAUBADE	1	45122571	LAUBADE                  
LAURA BIAGIOTTI   	Laura Biagiotti          	AURORA	0,4	45122719	AURORA                   
LAURA MILANO      	Laura Milano             	FERRE MILANO	0,6	45122692	FERRE MILANO             
L_PERRIER         	Laurent Perrier          	LAURENT PERRIER	1	45122234	LAURENT PERRIER          
B01080            	LAVA                     	LAVA	1	45122717	LAVA                     
LAVALINIERE       	Lavaliniere              	LAVALINIERE	1	45126161	LAVALINIERE              
LB                	LB                       	LBX	0,7	45126363	LBX                      
LE BOUQUET        	Le Bouquet               	SILHOUETTE	0,4	45122433	SILHOUETTE               
B01082            	LE PARVIS                	LE PARVIS	1	45122633	LE PARVIS                
B01083            	LE PIGEONNIER            	LE PIGEONNIER	1	45122632	LE PIGEONNIER            
LE TANNEUR        	Le Tanneur               	JANNEAU	0,5	45125415	JANNEAU                  
LE VILLAGE        	Le Village               	SILLAGE	0,8	45122476	SILLAGE                  
B01428            	Lefortovo                	TOM FORD	0,5	45122976	TOM FORD                 
LEGO              	Lego                     	LEGO	1	45123377	LEGO                     
B01443            	LEKSIKOV                 	LEKSIKOV	1	45123649	LEKSIKOV                 
LEONARD           	Leonard                  	LEONARD	1	45122678	LEONARD                  
B01084            	LEOVILLE POYFERRE        	LEOVILLE POYFERRE	1	45122629	LEOVILLE POYFERRE        
LEPOW             	Lepow                    	LEPOW	1	45124235	LEPOW                    
B01085            	LEROCK                   	LEROCK	1	45122863	LEROCK                   
LES CONTES        	Les Contes               	LES CONTES	1	45122456	LES CONTES               
B01086            	LES COPAINS              	LES COPAINS	1	45122583	LES COPAINS              
B01087            	LES COPAINS BLUE         	LES COPAINS BLUE	1	45122522	LES COPAINS BLUE         
B01088            	LES ENFANTS              	LES ENFANTS	1	45122665	LES ENFANTS              
B01089            	LES ENFANTS TERRIBLES    	LES ENFANTS	0,7	45122665	LES ENFANTS              
B01090            	LES JOLIES FILLES        	CHABLIS VIEILLES VIGNES	0,5	45122667	CHABLIS VIEILLES VIGNES  
LES TERRES        	Les Terres               	LES CONTES	0,6	45122456	LES CONTES               
B01091            	LIFETRONS                	LIFETRONS	1	45123557	LIFETRONS                
B01092            	LI'L WOODZEEZ            	LI'L WOODZEEZ	1	45122879	LI'L WOODZEEZ            
LIMONCELLO        	Limoncello               	LIMONCELLO	1	45122693	LIMONCELLO               
LIMONCINO         	Limoncino                	LIMONCELLO	0,6	45122693	LIMONCELLO               
LINDT             	Lindt                    	LINDT	1	45122260	LINDT                    
L_BAILEYS         	Lir Baileys              	BAILEYS	0,9	45122187	BAILEYS                  
LITTLE TIKES      	Little Tikes             	LITTLE TIKES	1		LITTLE TIKES             
B01094            	LLADRO                   	LLADRO	1	45122367	LLADRO                   
LLORENS           	Llorens                  	SAMORENS	0,6	45122634	SAMORENS                 
LM                	LM                       	CDLM	0,5	45125589	CDLM                     
LOCCITANE         	LOCCITANE                	LOCCITANE	1	45125496	LOCCITANE                
L'OCCITANE        	L'Occitane (old)         	L'OCCITANE	0,8	45122345	L'OCCITANE               
LOEWE             	LOEWE                    	LOEWE	1	45122547	LOEWE                    
LOGIC3            	Logic3                   	LOGIC3	1	45122701	LOGIC3                   
LOGITECH          	Logitech                 	LOGIC3	0,5	45122701	LOGIC3                   
B01095            	LOLITA LEMPICKA          	TALIKA	0,4	45122489	TALIKA                   
B01096            	LONG JOHN                	LONG JOHN	1	45122172	LONG JOHN                
LONGCHAMP         	LONGCHAMP                	LONGCHAMP	1	45122395	LONGCHAMP                
B01097            	LONGINES - 143           	LONGINES	0,9	45122287	LONGINES                 
LOREAL_MM         	Loreal Mass Market       	LOREAL_MM	0,5	45124045	LOREAL_MM                
LOZZA             	LOZZA                    	AZZARO	0,4	45124033	AZZARO                   
LUCKY STRIKE      	Lucky Strike             	LUCKY STRIKE	1	45122801	LUCKY STRIKE             
B01098            	LUIS CABALLERO           	LUIS CABALLERO	1	45122653	LUIS CABALLERO           
B01099            	LUIS MARTINES            	LUIS MARTINES	1	45122773	LUIS MARTINES            
L_ MARTINEZ       	Luis Martinez            	LUIS MARTINES	0,9	45122773	LUIS MARTINES            
B01100            	LULU  GUINNESS           	LUIS MARTINES	0,5	45122773	LUIS MARTINES            
LUNAVIT           	Lunavit                  	LUNAVIT	1	45124859	LUNAVIT                  
CAFE_CREME        	m                        				                         
M&M               	M&M                      	M&M	1	45123106	M&M                      
M&O               	M&Oe                     	M&M	0,4	45123106	M&M                      
MACALLAN          	Macallan                 	MACALLAN	1	45123875	MACALLAN                 
B01101            	MACKINLAY'S              	MACKINLAY'S	1	45122478	MACKINLAY'S              
B01102            	MAGCLIKS                 	MALIBU	0,3	45122182	MALIBU                   
B01103            	MAGERIT                  	MAGERIT	1	45122394	MAGERIT                  
B01104            	MAISON MARTIN MARGIELA   	MAISON MARTIN MARGIELA	1	45122564	MAISON MARTIN MARGIELA   
B01105            	MAJORETTE                	MAJORETTE	1	45122648	MAJORETTE                
B01106            	MAJORICA                 	MAJORICA	1	45122275	MAJORICA                 
B01107            	MAKERS MARK              	MAKERS MARK	1	45122380	MAKERS MARK              
M_MARK            	Maker's Mark             	MAKERS MARK	0,8	45122380	MAKERS MARK              
MALIBU            	Malibu                   	MALIBU	1	45122182	MALIBU                   
MALTESERS         	Maltesers                	MALTESERS	1	45122400	MALTESERS                
MAMBA             	Mamba                    	MAMBA	1	45122897	MAMBA                    
MAMONT            	Mamont                   	MAMONT	1	45123136	MAMONT                   
B01109            	MANAKAS                  	MANAKAS	1	45122608	MANAKAS                  
MANI              	Mani                     	Armani	0,8	45123976	Armani                   
MANOIR            	MANOIR                   	MANOIR	1	45124882	MANOIR                   
MANTERO           	MANTERO                  	MANTERO	1	45122499	MANTERO                  
B01110            	MARC JACOBS              	MARC JACOBS	1	45125246	MARC JACOBS              
B01111            	MARC ROZIER              	ALVIERO MARTINI	0,5		ALVIERO MARTINI          
B01112            	MARCO FANTINI            	MARTINI	0,6	45122214	MARTINI                  
B01113            	MARGAUX                  	MARGAUX	1	45122646	MARGAUX                  
MJ                	Mark Jacobs              	MARC JACOBS	0,9	45125246	MARC JACOBS              
B01440            	MARKA                    	MARKA	1	45123767	MARKA                    
MARLBORO          	Marlboro                 	MARLBORO	1	45122203	MARLBORO                 
MARMELANDIA       	Marmelandia              	FINLANDIA	0,6	45122174	FINLANDIA                
B01114            	MARQUES DE IRUN          	MARQUES DE IRUN	1	45122651	MARQUES DE IRUN          
B01115            	MARQUES DE LA TOURETTE   	MARQUES DE IRUN	0,6	45122651	MARQUES DE IRUN          
B01118            	MARQUIS DU LUS           	MARQUIS DU LUS	1	45122638	MARQUIS DU LUS           
B01119            	MARS                     	MARS	1	45122388	MARS                     
MARS              	Mars                     	MARS	1	45122388	MARS                     
B01120            	MARS, SNIKERS, BOUNTY, MI	BOUNTY	0,4	45122391	BOUNTY                   
MARTELL           	Martell                  	MARTELL	1	45122176	MARTELL                  
MARTINI           	Martini                  	MARTINI	1	45122214	MARTINI                  
MARUSYA           	Marusya                  	AMARULA	0,5	45122291	AMARULA                  
MASQUE            	Masque                   	MASQUE	1	45122579	MASQUE                   
MATRIOSHKA        	Matrioshka               	MATRIOSHKA	1	45122949	MATRIOSHKA               
MATTEL            	Mattel                   	MATTEL	1	45122421	MATTEL                   
MAUI_JIM          	MAUI JIM                 	MAUI_JIM	0,8	45124490	MAUI_JIM                 
MAUI TOYS         	Maui Toys (Sky Balls)    	MAUI TOYS	0,6	45122585	MAUI TOYS                
M DEW             	Mauntain Dew             	DELAMAIN	0,5	45122599	DELAMAIN                 
B01492            	MAX FACTOR               	MAX FACTOR	1		MAX FACTOR               
MAX_KIENE         	MAX_KIENE                	MOMAX	0,3	45124252	MOMAX                    
MAXI TOYS         	Maxi Toys                	MAXI TOYS	1	45123728	MAXI TOYS                
MBLANC            	MBLANC                   	MBLANC	1	45124492	MBLANC                   
B01431            	MC VIRTUTI               	ALVIERO MARTINI	0,3		ALVIERO MARTINI          
ME TO YOU         	Me to you                	TOUS	0,6	45124071	TOUS                     
MEDIA PRESS       	Media Press              	MEDIA PRESS	1	45124026	MEDIA PRESS              
MEGA BLOKS        	MEGA BLOKS               	MEGA BLOKS	1	45122472	MEGA BLOKS               
MEIRAT T          	Meirat T                 	MEIRAT T	1	45123619	MEIRAT T                 
MELLER            	Meller                   	CELLMEN	0,5	45122804	CELLMEN                  
MEMO              	Memo                     	MEMO	1	45122445	MEMO                     
MENTOS            	Mentos                   	CLEMENTONI	0,6	45122655	CLEMENTONI               
MERCI             	Merci                    	MERCI	1	45122258	MERCI                    
MERIT             	Merit                    	MAGERIT	0,6	45122394	MAGERIT                  
MERLOT            	Merlot                   	LA MER	0,5	45122368	LA MER                   
METAXA            	Metaxa                   	METAXA	1	45122177	METAXA                   
MEUKOW            	Meukow                   	MEUKOW	1	45122235	MEUKOW                   
MEVIUS            	Mevius                   	MEVIUS	1	45122519	MEVIUS                   
MGAE              	MGAe                     	MGAE	1	45125006	MGAE                     
MICALLEF          	Micallef                 	MICALLEF	1	45126176	MICALLEF                 
M_KORS            	Michael Kors             	Chanel	0,4	45122157	Chanel                   
M_LYNCH           	Michel Lynch             	CHATEAU LYNCH	0,5	45126160	CHATEAU LYNCH            
MIDLETON          	Midleton                 	SINGLETON	0,5	45122587	SINGLETON                
MILD_SEVEN        	Mild Seven               	MILD SEVEN	1	45122211	MILD SEVEN               
MILKA             	Milka                    	MILKA	1	45122210	MILKA                    
MILKY WAY         	Milky Way                	MILKY WAY	1	45126154	MILKY WAY                
MILUS             	Milus                    	MILKA	0,5	45122210	MILKA                    
B01486            	MIMMINA FLOWER           	MIMMINA FLOWER	1		MIMMINA FLOWER           
MINTTU            	Minttu                   	MINTTU	1	45122858	MINTTU                   
MIRABELL          	Mirabell                 	MIRABELL	1	45122333	MIRABELL                 
MIRINDA           	Mirinda                  	TRINIDAD	0,5	45122657	TRINIDAD                 
B01125            	MISAKI                   	MISAKI	1		MISAKI                   
MISS SIXTY        	MISS SIXTY               	MISSONI	0,5	45122821	MISSONI                  
MISSONI           	MISSONI                  	MISSONI	1	45122821	MISSONI                  
MIU_MIU           	MIU_MIU                  	MIMMINA FLOWER	0,2		MIMMINA FLOWER           
MIWORLD           	Miworld                  	MIWORLD	1	45124323	MIWORLD                  
MOET_CH           	Moet & Chandon           	MONDO	0,6	45123176	MONDO                    
B01127            	MOLINARI                 	MOLINARI	1	45122416	MOLINARI                 
MOLINARY          	Molinary                 	MOLINARI	0,9	45122416	MOLINARI                 
MOMAX             	Momax                    	MOMAX	1	45124252	MOMAX                    
B01128            	MOMODESIGN               	MOMODESIGN	1	45122775	MOMODESIGN               
MON CHERI         	Mon Cheri                	CHERICOLE	0,6	45122702	CHERICOLE                
MONDO             	Mondo Motors             	MONDORO	0,7	45122385	MONDORO                  
MONDORO           	Mondoro                  	MONDORO	1	45122385	MONDORO                  
MONELLA           	Monella                  	LIMONCELLO	0,5	45122693	LIMONCELLO               
MONK              	Monk                     	MONDO	0,6	45123176	MONDO                    
B01131            	MONSTER                  	MONSTER	1	45122852	MONSTER                  
MONSUNO           	Monsuno                  	MONSUNO	1		MONSUNO                  
MONTALE           	Montale                  	MONTALE	1	45122442	MONTALE                  
B01132            	MONTBLANC                	MONTBLANC	1	45126367	MONTBLANC                
MONTECR           	Montecristo              	MONTECRISTO	1	45122232	MONTECRISTO              
B01500            	Montegrappa              	CHATEAU PONTET-CHAPPAZ	0,4	45122789	CHATEAU PONTET-CHAPPAZ   
B01133            	MONTROUGE                	MONTROUGE	1	45122822	MONTROUGE                
MORGAN            	Morgan                   	CAPTAIN MORGAN	0,6	45122151	CAPTAIN MORGAN           
B01433            	Morgan and Oates         	MORGAN&OATES	0,8	45124855	MORGAN&OATES             
MORTLACH          	MORTLACH                 	MORTLACH	1	45125551	MORTLACH                 
MOSCHINO          	Moschino                 	MOSCHINO	1	45122337	MOSCHINO                 
MOSKOVSKAYA       	Moskovskaya              	MOSKOVSKAYA	1	45122710	MOSKOVSKAYA              
MOSKOVSKYI BRANDY 	Moskovskyi Brandy        	MOSKOVSKYI BRANDY	1	45122706	MOSKOVSKYI BRANDY        
MOTORMAX          	MOTORMAX                 	MOTORMAX	1	45124477	MOTORMAX                 
MOULIN            	Moulin                   	MOULIN DE PAUMIRAC	0,6	45122404	MOULIN DE PAUMIRAC       
MOULIN DE PAUMIRAC	Moulin de Paumirac       	MOULIN DE PAUMIRAC	1	45122404	MOULIN DE PAUMIRAC       
MOULINDESAINT     	Moulin de Saint          	CHATEAU MOULIN DE SAINT VINCENT	0,6	45122245	CHATEAU MOULIN DE SAINT V
B01135            	MOUNT GAY                	MOUNT GAY	1	45122884	MOUNT GAY                
MOUNTAINS         	Mountains                	MOUTAI	0,6	45124074	MOUTAI                   
MOUTAI            	Moutai                   	MOUTAI	1	45124074	MOUTAI                   
MOXIE             	Moxie                    	MOXIE	1	45123530	MOXIE                    
MOZART            	MOZART                   	MOZART	1	45125155	MOZART                   
B01136            	MOZART                   	MOZART	1	45125155	MOZART                   
MULTI-PULTI       	Multi-Pulti              	Multi-Pulti	1	45124408	Multi-Pulti              
B01137            	MUMM                     	MUMM	1	45122215	MUMM                     
MUMM              	Mumm                     	MUMM	1	45122215	MUMM                     
NANO SPEED        	Nano Speed               	NANO SPEED	1	45122862	NANO SPEED               
NANODOTS          	NANODOTS                 	NANODOTS	1	45124877	NANODOTS                 
B01138            	NAPKIN                   	NAPKIN	1	45122830	NAPKIN                   
NRODRIGUES        	Narciso Rodrigues        	NRODRIGUES	0,7	45122358	NRODRIGUES               
B01139            	NARCISO RODRIGUEZ        	NRODRIGUES	0,6	45122358	NRODRIGUES               
NEDERBURG         	NEDERBURG                	NEDERBURG	1	45125508	NEDERBURG                
NEMIROFF          	Nemiroff                 	NEMIROFF	1	45122597	NEMIROFF                 
NESQUIK           	Nesquik                  	BISQUIT	0,5	45122488	BISQUIT                  
NESTEA            	Nestea                   	NESTEA	1	45122188	NESTEA                   
NESTLE            	Nestle                   	NESTLE	1	45122283	NESTLE                   
B01140            	NEWCASTLE                	NESTLE	0,6	45122283	NESTLE                   
NICI              	Nici                     	NICI	1	45122791	NICI                     
NIKE              	Nike                     	PIATNIK	0,4	45122682	PIATNIK                  
N_RICCI           	Nina Ricci               	N_RICCI	0,6	45123849	N_RICCI                  
B01141            	NISSEI                   	MISSONI	0,5	45122821	MISSONI                  
NO BRAND          	No Brand                 	NO BRAND	1	45123531	NO BRAND                 
NOMINATION        	Nomination               	COMBINACIONES	0,5	45123873	COMBINACIONES            
NORMANDY          	Normandy                 	NORMANDY	1	45124671	NORMANDY                 
NORTH EAST        	North East Company       	EASTPAK	0,4	45122849	EASTPAK                  
NOUVELLE BAGUE    	Nouvelle Bague           	NOUVELLE BAGUE	1	45123620	NOUVELLE BAGUE           
NOVII SVET        	Novii Svet Wines         	NOVII SVET	0,8	45124041	NOVII SVET               
B01142            	NUITS-SAINT-GEORGES      	NUITS-SAINT-GEORGES	1	45122669	NUITS-SAINT-GEORGES      
NUTELLA           	Nutella                  	NUTELLA	1	45122429	NUTELLA                  
B01144            	NUVO                     	NUVO	1	45122902	NUVO                     
OAKLEY            	OAKLEY                   	OAKLEY	1	45122424	OAKLEY                   
ODOYO             	Odoyo                    	ODOYO	1	45124234	ODOYO                    
OKKI              	Okki                     	OKKI	1	45122444	OKKI                     
OLIVER WEBER      	Oliver Weber             	SEEBERGER	0,5		SEEBERGER                
OLLVIN            	Ollvin                   	BOLLINGER	0,5	45122598	BOLLINGER                
OLMECA            	Olmeca                   	OLMECA	1	45122219	OLMECA                   
B01502            	Omas                     	MOMAX	0,6	45124252	MOMAX                    
B01146            	OMEGA                    	OMEGA	1	45122321	OMEGA                    
B01147            	OMSA                     	OMSA	1	45122750	OMSA                     
B01507            	Omskvinprom              	OMSKVINPROM	1	45125878	OMSKVINPROM              
B01148            	O'NEILL                  	O'NEILL	1	45122700	O'NEILL                  
OPI               	OPI                      	OPI	1	45122890	OPI                      
ORBIT             	Orbit                    	ORBIT	1	45122846	ORBIT                    
OREO              	Oreo                     	OREO	1	45125469	OREO                     
B01149            	ORI                      	ORI	1	45122851	ORI                      
B01488            	Oro Gold                 	ORO GOLD	1	45125286	ORO GOLD                 
B01150            	ORO VITCHENZA            	ORO VITCHENZA	1	45122610	ORO VITCHENZA            
OTARD             	Otard                    	OTARD	1	45122184	OTARD                    
OVECHKIN          	Ovechkin                 	TECH 4 KIDS	0,5	45122907	TECH 4 KIDS              
OVERSEAS          	OVERSEAS                 	OVERSEAS	1	45124291	OVERSEAS                 
OXETTE            	Oxette                   	GILLETTE	0,5	45124040	GILLETTE                 
OXYDO             	OXYDO                    	EDOX	0,6	45122836	EDOX                     
B01151            	OXYGEN                   	SKAGEN	0,4	45122431	SKAGEN                   
P_CLARENCE        	P.CLARENCE               	LANCEL	0,4	45122372	LANCEL                   
P_RABANNE         	Paco Rabanne             	P_RABANNE	0,7	45123491	P_RABANNE                
PADDY             	Paddy                    	RADO	0,3	45122306	RADO                     
B01153            	PAL ZILERI               	PAL ZILERI	1	45122529	PAL ZILERI               
PALLINI           	Pallini                  	PALLINI	1	45126077	PALLINI                  
B01155            	PANASONIC                	PANASONIC	1	45122914	PANASONIC                
B01156            	PAPE CLEMENT             	PAPE CLEMENT	1	45122624	PAPE CLEMENT             
PARIS HILTON      	Paris Hilton             	PARIS HILTON	1	45124890	PARIS HILTON             
PARLAMENT         	Parliament               	PARLIAMENT	1	45122208	PARLIAMENT               
PARTAGAS          	Partagas                 	PARTAGAS	1	45122238	PARTAGAS                 
PASHMA            	PASHMA                   	PASHMA	1	45125021	PASHMA                   
B01503            	PASSOTI                  	PASSOA	0,7	45126117	PASSOA                   
PATERNINA         	Paterni¿na               	CHATEAU PALMER	0,4	45122650	CHATEAU PALMER           
PATONS            	Patons                   	PATRON	0,6	45122365	PATRON                   
PATRON            	Patron Spirit Company    	PATRON	0,5	45122365	PATRON                   
PAUILLAC          	Pauillac                 	PAUILLAC	1	45126163	PAUILLAC                 
PAUL SAPIN        	Paul Sapin               	FRAPIN	0,5	45122239	FRAPIN                   
B01160            	PAUL&SHARK               	PAUL&SHARK	1	45122492	PAUL&SHARK               
B01161            	PAVILLON                 	PAVILLON DU GLANA	0,7	45122788	PAVILLON DU GLANA        
B01162            	PAVILLON DU GLANA        	PAVILLON DU GLANA	1	45122788	PAVILLON DU GLANA        
PAW PATROL        	Paw Patrol               	PAW PATROL	1	45125125	PAW PATROL               
PECCATO           	PECCATO ORIGINAL         	PECCATO	0,6	45123519	PECCATO                  
PEPE_LOPES        	Pepe Lopes               	SCHWEPPES	0,4	45123511	SCHWEPPES                
PEPSI             	Pepsi                    	PEPSI	1	45123510	PEPSI                    
B01164            	PERE MAGLOIRE            	PERE MAGLOIRE	1	45122406	PERE MAGLOIRE            
PERNOD            	Pernod                   	PERNOD	1	45122909	PERNOD                   
B01165            	PERRIER                  	PERRIER	1	45123507	PERRIER                  
B01421            	PERRIER-JOUET            	PERRIER JOUET	0,9	45122528	PERRIER JOUET            
B01478            	PERRIS MONTE CARLO       	PERRIS MONTE CARLO	1	45125129	PERRIS MONTE CARLO       
PERSOL            	Persol                   	PERSOL	1	45122892	PERSOL                   
B01167            	PETRUS                   	TRUST	0,7	45122369	TRUST                    
PHILIPS           	Philips                  	PHILIPS	1	45122647	PHILIPS                  
PHOTOFAST         	PhotoFast                	PHOTOFAST	1	45122481	PHOTOFAST                
PIAGET            	Piaget                   	DIAGEO	0,6	45125053	DIAGEO                   
B01170            	PIANEGONDA               	PIANEGONDA	1	45122649	PIANEGONDA               
PIATNIK           	Piatnik                  	PIATNIK	1	45122682	PIATNIK                  
PICASSO           	PICASSO                  	PICASSO	1	45122228	PICASSO                  
B01171            	PICHON COMTESSE          	PICHON COMTESSE	1	45122623	PICHON COMTESSE          
B01172            	PIERRE BALMAIN           	PIERRE BALMAIN	1	45122549	PIERRE BALMAIN           
PINKY             	Pinky Vodka              	PINKY	0,7	45122893	PINKY                    
PINNACLE          	Pinnacle                 	PINNACLE	1	45122352	PINNACLE                 
PINOT NOIR        	Pinot Noir               	PINOT NOIR	1	45122668	PINOT NOIR               
PIPER_HEIDSIECK   	Piper Heidsieck          	PIPER HEIDSIECK	1	45122364	PIPER HEIDSIECK          
PIQUADRO          	Piquadro                 	PIQUADRO	1	45125965	PIQUADRO                 
P_CARDS           	Playing Cards            	ART LAIN	0,4	45123725	ART LAIN                 
B01175            	PLAYMATES                	MATTEL	0,5	45122421	MATTEL                   
PLUSH APPLE       	PLUSH APPLE              	PLUSH APPLE	1	45125760	PLUSH APPLE              
B01176            	POLAR                    	POLAR	1	45122643	POLAR                    
POLAROID          	Polaroid                 	POLAR	0,7	45122643	POLAR                    
POLICE            	POLICE                   	POLICE	1	45122426	POLICE                   
POLICE KIDS       	POLICE KIDS              	POLICE	0,8	45122426	POLICE                   
POLIGLOT          	Poliglot                 	POLIGLOT	1	45123727	POLIGLOT                 
POLLINI           	Pollini                  	PALLINI	0,7	45126077	PALLINI                  
POLO              	Polo                     	POLO	1	45122746	POLO                     
B01178            	POMMARD                  	POMMARD	1	45122670	POMMARD                  
B01179            	PONTET                   	DUPONT	0,6	45123488	DUPONT                   
POROG             	POROG                    	ORO GOLD	0,4	45125286	ORO GOLD                 
PORSCHE           	Porsche Design           	DESIGN GO	0,6	45122198	DESIGN GO                
B01180            	PORTO                    	PORTOLANO	0,7	45122658	PORTOLANO                
B01181            	PORTOLANO                	PORTOLANO	1	45122658	PORTOLANO                
B01182            	POUILLY-FUISSE           	FILLY	0,4	45123662	FILLY                    
POWER RANGERS     	Power Rangers            	POWER RANGERS	1	45124309	POWER RANGERS            
POWERS            	Powers                   	POWER RANGERS	0,7	45124309	POWER RANGERS            
B01183            	PRADA                    	PRADA	1	45122336	PRADA                    
PRADA             	Prada                    	PRADA	1	45122336	PRADA                    
PRADA_SP          	PRADA_SPORT              	PRADA	0,6	45122336	PRADA                    
PREMIER           	Premier Portfolio        	PORTOLANO	0,4	45122658	PORTOLANO                
B01422            	Principe                 	PAL ZILERI PRINCIPE	0,7	45122533	PAL ZILERI PRINCIPE      
B01185            	PRO ENGINE               	PRO ENGINE	1	45122871	PRO ENGINE               
B01186            	PROTOS                   	PROTOS	1	45122794	PROTOS                   
PRUDENCE          	Prudence                 	PRUDENCE	1	45124054	PRUDENCE                 
PUCCI             	PUCCI                    	PUCCI	1	45122397	PUCCI                    
PULPY             	PULPY                    	G CAPULETTI	0,3		G CAPULETTI              
B01188            	PUSTEFIX                 	PUSTEFIX	1	45122908	PUSTEFIX                 
PUTINKA           	PUTINKA                  	PINKY	0,4	45122893	PINKY                    
PYRAT             	Pyrat                    	PYRAT	1	45122868	PYRAT                    
PYRENE            	Pyrene                   	PYRENE	1	45122635	PYRENE                   
Q_STREET          	Quality Street           	QUALITY STREET	1	45122384	QUALITY STREET           
GUDO              	Qudo                     	RADO	0,3	45122306	RADO                     
QUIKSILVER        	QuikSilver               	LEKSIKOV	0,4	45123649	LEKSIKOV                 
R1                	R1                       	R1	1	45122240	R1                       
RADLEY            	RADLEY                   	RADLEY	1		RADLEY                   
B01190            	RADO                     	RADO	1	45122306	RADO                     
RALPH             	Ralph                    	RALPH	1	45122747	RALPH                    
RALPH LAUREN      	RALPH LAUREN             	RLAUREN	0,7	45123835	RLAUREN                  
RLAUREN           	Ralph Lauren             	RLAUREN	0,7	45123835	RLAUREN                  
RAMON MOLVIZAR    	Ramon Molvizar           	RAMON MOLVIZAR	1	45122578	RAMON MOLVIZAR           
RANCE             	Rance                    	RANCE	1	45122455	RANCE                    
B01191            	RASTAR                   	RASTAR	1	45122841	RASTAR                   
RASTAR            	Rastar                   	RASTAR	1	45122841	RASTAR                   
B01192            	RAUZAN-SEGLA             	RAUZAN-SEGLA	1	45122621	RAUZAN-SEGLA             
RAVENSBURGER      	Ravensburger (Tiptoi)    	RAVENSBURGER	0,8	45124478	RAVENSBURGER             
RAY_BAN           	Ray Ban                  	RAY_BAN	0,8	45122981	RAY_BAN                  
RAY_BAN_JUNIOR    	RAY_BAN_JUNIOR           	RAY_BAN_JUNIOR	1	45124575	RAY_BAN_JUNIOR           
B01193            	RAY-BAN                  	RAY_BAN	0,7	45122981	RAY_BAN                  
B01194            	RAYMOND WEIL             	RAYMOND WEIL	1	45122262	RAYMOND WEIL             
B01195            	RAYNAL                   	RALPH	0,4	45122747	RALPH                    
B01196            	REALTOY                  	REALTOY	1	45122915	REALTOY                  
REBEL YELL        	Rebel Yell               	BELLS	0,5	45123166	BELLS                    
RED BULL          	Red Bull                 	BULLYLAND	0,5	45126256	BULLYLAND                
REGAL             	Regal                    	OMEGA	0,5	45122321	OMEGA                    
REGINA SCHRECKER  	Regina Schrecker         	KEIKO MECHERI	0,3	45125128	KEIKO MECHERI            
B01197            	REMINGTON                	REMINGTON	1	45122727	REMINGTON                
REMINGTON         	Remington                	REMINGTON	1	45122727	REMINGTON                
REMY              	Remy                     	ST.REMY	0,7	45122673	ST.REMY                  
R_MARTIN          	Remy Martin              	REMY MARTIN	1	45122175	REMY MARTIN              
RENATO BALESTRA   	Renato Balestra          	BALENCIAGA	0,4	45124724	BALENCIAGA               
B01199            	REVELL                   	REVELL	1	45122903	REVELL                   
B01455            	RICH                     	RICH	1	45123425	RICH                     
RICH              	Rich                     	RICH	1	45123425	RICH                     
RIGLI             	RIGLI                    	POLIGLOT	0,5	45123727	POLIGLOT                 
RIMOWA            	Rimowa                   	MOLINARI	0,3	45122416	MOLINARI                 
B01200            	RINZO                    	KENZO	0,5	45122265	KENZO                    
RIO               	Rio                      	Rio	1	45124088	Rio                      
RIOJA             	Rioja                    	Rio	0,7	45124088	Rio                      
RIZLA             	Rizla                    	ELARI	0,5	45122482	ELARI                    
B01482            	Roads                    	ROADS	1	45125190	ROADS                    
B01201            	ROAMER                   	ROAMER	1	45124883	ROAMER                   
B01203            	ROBERTA DI CAMERINO      	KING ROBERT	0,5	45122854	KING ROBERT              
ROBERTO BRAVO     	Roberto Bravo            	ROBERTO BRAVO	1	45123621	ROBERTO BRAVO            
B01204            	ROBERTO CAVALLI          	ROBERTO BRAVO	0,6	45123621	ROBERTO BRAVO            
RC                	Roberto Coin             	KING ROBERT	0,7	45122854	KING ROBERT              
ROBIN RUTH        	ROBIN RUTH               	ROBIN RUTH	1	45122807	ROBIN RUTH               
B00626            	RODIAL                   	ALAIA	0,4	45125536	ALAIA                    
ROECKL            	Roeckl                   	LEROCK	0,4	45122863	LEROCK                   
R_DUBUIS          	Roger Dubuis             	LUIS CABALLERO	0,4	45122653	LUIS CABALLERO           
RYJ               	Romeo Y Julieta          	ROMEO Y JULIETA	1	45122242	ROMEO Y JULIETA          
RONNEFELDT        	Ronnefeldt               	ABERFELDY	0,4	45125963	ABERFELDY                
B01206            	RORY'S STORY CUBES       	STORCK	0,3	45122259	STORCK                   
B01207            	ROSE ART                 	TSAROS	0,6	45126035	TSAROS                   
ROSE_CO           	ROSE_CO                  	ROSE_CO	1	45122487	ROSE_CO                  
B01208            	ROTARY                   	ROTARY	1	45124887	ROTARY                   
ROTHM             	Rothmans                 	ROTHMANS	1	45122206	ROTHMANS                 
R.B.R             	Rouge Bunny Rouge        	MONTROUGE	0,4	45122822	MONTROUGE                
ROXY              	Roxy                     	VITAOXYV	0,4	45122833	VITAOXYV                 
RUGGEAR           	Rug Gear                 	RUGGEAR	0,9	45122484	RUGGEAR                  
RUINART           	RUINART                  	RUINART	1	45124058	RUINART                  
B01432            	Runway Bag               	TRUNKI	0,3	45122837	TRUNKI                   
